"Calling_Number";"Calling_IMEI";"Date";"Heure";"Type";"Duration";"Called_Number";"Called_IMEI";"Forward_Number";"End Time"
"4RU8623UR25";;24/01/2017;00:59:01;"Incoming Call";"00:00:11";"4RU8UU64IUU";"35384RI88R5889I";;24.01.2017 00:59:12
"4RU9UUI3248";;24/01/2017;03:08:14;"Roaming";"00:00:57";"4RU64I8I242";;"4RU64I8I242";
"4RU64I8I242";;24/01/2017;03:09:51;"Outgoing Call";"00:00:36";"4RU9R3I294I";;"4RU9R3I294I";
"4RU8UU64IUU";;24/01/2017;09:17:15;"Outgoing Call";"00:01:35";"4RU8UU482R8";;;
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;09:17:15;"Outgoing Call";"00:01:34";"4RU8UU482R8";;;24.01.2017 09:18:49
"4RU8UU64IUU";;24/01/2017;09:19:15;"Outgoing Call";"00:00:45";"4RU8UU482R8";;;
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;09:19:15;"Outgoing Call";"00:00:44";"4RU8UU482R8";;;24.01.2017 09:19:59
"4RUU9U55R43";;24/01/2017;09:42:06;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;09:42:55;"Outgoing Call";"00:00:50";"4RU6UU6U223";;;24.01.2017 09:43:45
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;09:44:21;"Outgoing Call";"00:00:01";"4RU8U338494";;;24.01.2017 09:44:22
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;09:44:43;"Outgoing Call";"00:00:05";"4RU8U338494";;;24.01.2017 09:44:48
"4RUU9U55R43";;24/01/2017;10:30:00;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;10:34:00;"Outgoing Call";"00:00:28";"4RU6UU6U223";;;24.01.2017 10:34:28
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;10:57:49;"Outgoing Call";"00:00:42";"4RU928462R5";;;24.01.2017 10:58:31
"4RU89R984U4";;24/01/2017;11:10:09;"Roaming";"00:01:38";"4RU64I8I242";;"4RU64I8I242";
"4RU64I8I242";;24/01/2017;11:36:12;"Outgoing SMS";"00:00:00";"4RU6598IIII";;"4RU6598IIII";
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;11:38:36;"Outgoing Call";"00:00:06";"4RU928462R5";;;24.01.2017 11:38:42
"4RU8UU64IUU";;24/01/2017;11:45:22;"Outgoing Call";"00:03:36";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;11:45:23;"Outgoing Call";"00:03:35";"4RU64R48IR5";;;24.01.2017 11:48:58
"4RU8623UR25";;24/01/2017;11:52:10;"Incoming Call";"00:00:15";"4RU8UU64IUU";;;
"4RU8623UR25";;24/01/2017;11:52:10;"Incoming Call";"00:00:15";"4RU8UU64IUU";"35384RI88R5889I";;24.01.2017 11:52:25
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;12:05:01;"Outgoing SMS";"00:00:00";"4RU8UU482R8";;;
"4RU8623UR25";;24/01/2017;12:08:55;"Incoming Call";"00:00:04";"4RU8UU64IUU";;;
"4RU8623UR25";;24/01/2017;12:08:55;"Incoming Call";"00:00:05";"4RU8UU64IUU";"35384RI88R5889I";;24.01.2017 12:09:00
"4RU8U338494";;24/01/2017;12:22:12;"Incoming Call";"00:02:28";"4RU8UU64IUU";;;
"4RU8U338494";;24/01/2017;12:22:12;"Incoming Call";"00:02:28";"4RU8UU64IUU";"35384RI88R5889I";;24.01.2017 12:24:40
"4RU8U338494";;24/01/2017;12:29:22;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;12:31:37;"Outgoing SMS";"00:00:00";"4RU8U338494";;;
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;12:31:38;"Outgoing SMS";"00:00:00";"4RU8U338494";;;
"4RUU9U55R43";;24/01/2017;12:35:31;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU64R48IR5";;24/01/2017;13:03:06;"Forward";"00:00:01";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU64R48IR5";;24/01/2017;13:03:06;"Incoming Call";"00:00:01";"4RU8UU64IUU";;;
"4RU8UU64IUU";;24/01/2017;13:03:25;"Outgoing Call";"00:00:17";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;13:03:26;"Outgoing Call";"00:00:17";"4RU64R48IR5";;;24.01.2017 13:03:43
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;13:20:03;"Outgoing Call";"00:00:00";"4RU6UU6U223";;;24.01.2017 13:20:03
"4RU64I8I242";;24/01/2017;13:53:21;"Outgoing SMS";"00:00:00";"4RU6598IIII";;"4RU6598IIII";
"4R44828386R";;24/01/2017;14:31:02;"Roaming";"00:05:01";"4RU64I8I242";;"4RU64I8I242";
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;14:36:16;"Outgoing Call";"00:02:16";"4RU6UU6U223";;;24.01.2017 14:38:32
"4RU9UU98852";;24/01/2017;15:02:39;"Roaming";"00:01:36";"4RU64I8I242";;"4RU64I8I242";
"4RU64R48IR5";;24/01/2017;15:15:56;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";;24/01/2017;15:37:29;"Outgoing Call";"00:02:46";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;15:37:29;"Outgoing Call";"00:02:45";"4RU64R48IR5";;;24.01.2017 15:40:14
"4RU92R3538U";;24/01/2017;15:42:53;"Incoming Call";"00:00:49";"4RU8UU64IUU";;;
"4RU92R3538U";;24/01/2017;15:42:53;"Incoming Call";"00:00:49";"4RU8UU64IUU";;;
"4RU92R3538U";;24/01/2017;15:42:53;"Incoming Call";"00:00:49";"4RU8UU64IUU";"35384RI88R5889I";;24.01.2017 15:43:42
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;15:48:02;"Outgoing Call";"00:00:51";"4RU92256223";;;24.01.2017 15:48:53
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;15:54:40;"Outgoing Call";"00:01:39";"4RU8U338494";;;24.01.2017 15:56:19
"4RU8U338494";;24/01/2017;16:10:16;"Incoming Call";"00:02:07";"4RU8UU64IUU";;;
"4RU8U338494";;24/01/2017;16:10:16;"Incoming Call";"00:02:07";"4RU8UU64IUU";"35384RI88R5889I";;24.01.2017 16:12:23
"4RU86R3U224";;24/01/2017;16:12:24;"Roaming";"00:00:08";"4RU64I8I242";;"4RU64I8I242";
"4RU64I8I242";;24/01/2017;16:54:22;"Outgoing Call";"00:00:03";"4RU88398U84";;"4RU88398U84";
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;16:55:44;"Outgoing Call";"00:00:12";"4RU6UU6U223";;;24.01.2017 16:55:56
"4RU86R3U224";;24/01/2017;17:03:55;"Roaming";"00:02:27";"4RU64I8I242";;"4RU64I8I242";
"4RU8UU64IUU";;24/01/2017;17:17:26;"Outgoing Call";"00:00:20";"4RU8623UR25";;;
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;17:17:26;"Outgoing Call";"00:00:19";"4RU8623UR25";;;24.01.2017 17:17:45
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;17:18:12;"Outgoing Call";"00:01:32";"4RU6UU6U223";;;24.01.2017 17:19:44
"38U66U53U3U";;24/01/2017;17:25:03;"Roaming";"00:01:16";"4RU64I8I242";;"4RU64I8I242";
"4RU92256223";;24/01/2017;18:07:13;"Incoming Call";"00:00:53";"4RU8UU64IUU";;;
"4RU92256223";;24/01/2017;18:07:13;"Incoming Call";"00:00:53";"4RU8UU64IUU";"35384RI88R5889I";;24.01.2017 18:08:06
"38U66U53U3U";;24/01/2017;18:07:15;"Roaming";"00:02:22";"4RU64I8I242";;"4RU64I8I242";
"4RU64I8I242";;24/01/2017;18:25:29;"Outgoing Call";"00:01:23";"4RU89286696";;"4RU89286696";
"4RU8623UR25";;24/01/2017;18:27:03;"Incoming Call";"00:00:43";"4RU8UU64IUU";;;
"4RU8623UR25";;24/01/2017;18:27:03;"Incoming Call";"00:00:43";"4RU8UU64IUU";"35384RI88R5889I";;24.01.2017 18:27:46
"4RU9244929I";;24/01/2017;18:54:40;"Roaming";"00:00:37";"4RU64I8I242";;"4RU64I8I242";
"4RU92256223";;24/01/2017;19:14:42;"Incoming Call";"00:00:22";"4RU8UU64IUU";;;
"4RU92256223";;24/01/2017;19:14:42;"Incoming Call";"00:00:22";"4RU8UU64IUU";"35384RI88R5889I";;24.01.2017 19:15:04
"4RU64R48IR5";;24/01/2017;20:15:14;"Incoming Call";"00:00:28";"4RU8UU64IUU";;;
"4RU64R48IR5";;24/01/2017;20:15:14;"Incoming Call";"00:00:28";"4RU8UU64IUU";"35384RI88R5889I";;24.01.2017 20:15:42
"4RU8UU64IUU";;24/01/2017;21:50:46;"Outgoing Call";"00:00:43";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;21:50:46;"Outgoing Call";"00:00:43";"4RU64R48IR5";;;24.01.2017 21:51:29
"4RU8UU64IUU";;24/01/2017;22:08:56;"Outgoing Call";"00:00:16";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;22:08:57;"Outgoing Call";"00:00:14";"4RU64R48IR5";;;24.01.2017 22:09:11
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;22:17:17;"Outgoing SMS";"00:00:00";"4RU64R48IR5";;;
"4RU9UUI3248";;24/01/2017;22:20:08;"Roaming";"00:01:48";"4RU64I8I242";;"4RU64I8I242";
"4RU8UU64IUU";"35384RI88R5889I";24/01/2017;22:54:13;"Outgoing Call";"00:02:47";"4RU9835RI39";;;24.01.2017 22:57:00
"4RU64I8I242";;25/01/2017;08:47:07;"Outgoing SMS";"00:00:00";"4RU6598IIII";;"4RU6598IIII";
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;10:51:58;"Outgoing Call";"00:01:50";"4RUU9U55R43";;;25.01.2017 10:53:48
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;10:56:21;"Outgoing Call";"00:00:15";"4RU92R3538U";;;25.01.2017 10:56:36
"4RU8U338494";;25/01/2017;12:12:17;"Forward";"00:00:06";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU8U338494";;25/01/2017;12:12:17;"Incoming Call";"00:00:06";"4RU8UU64IUU";;;
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;12:32:08;"Outgoing Call";"00:03:25";"4RU8U338494";;;25.01.2017 12:35:33
"4RU8623UR25";;25/01/2017;12:37:53;"Incoming Call";"00:06:18";"4RU8UU64IUU";;;
"4RU8623UR25";;25/01/2017;12:37:53;"Incoming Call";"00:06:18";"4RU8UU64IUU";"35384RI88R5889I";;25.01.2017 12:44:11
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;12:50:26;"Outgoing Call";"00:09:45";"4RU6UU6U223";;;25.01.2017 13:00:11
"4RU64I8I242";;25/01/2017;13:07:14;"Outgoing SMS";"00:00:00";"4RU6598IIII";;"4RU6598IIII";
"4RU64I8I242";;25/01/2017;13:19:39;"Outgoing SMS";"00:00:00";"4RU6598IIII";;"4RU6598IIII";
"4RU64I8I242";;25/01/2017;13:20:10;"Outgoing SMS";"00:00:00";"4RU6598IIII";;"4RU6598IIII";
"4RU64I8I242";;25/01/2017;13:37:56;"Outgoing SMS";"00:00:00";"4RU6598IIII";;"4RU6598IIII";
"4RU64I8I242";;25/01/2017;13:52:10;"Outgoing SMS";"00:00:00";"4RU6598IIII";;"4RU6598IIII";
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;13:58:54;"Outgoing Call";"00:01:28";"4RU92256223";;;25.01.2017 14:00:22
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;14:14:08;"Outgoing Call";"00:00:16";"4RU6UU6U223";;;25.01.2017 14:14:24
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;14:14:08;"Outgoing Call";"00:00:16";"4RU6UU6U223";;;25.01.2017 14:14:24
"4RU8623UR25";;25/01/2017;14:35:32;"Incoming Call";"00:00:20";"4RU8UU64IUU";;;
"4RU8623UR25";;25/01/2017;14:35:32;"Incoming Call";"00:00:20";"4RU8UU64IUU";"35384RI88R5889I";;25.01.2017 14:35:52
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;14:45:42;"Outgoing SMS";"00:00:00";"4RU6UU6U223";;;
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;14:45:52;"Outgoing SMS";"00:00:00";"4RU6UU6U223";;;
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;14:48:36;"Outgoing Call";"00:01:04";"4RU6UU6U223";;;25.01.2017 14:49:40
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;15:01:26;"Outgoing Call";"00:00:20";"4RU94UU3R26";;;25.01.2017 15:01:46
"4RU8623UR25";;25/01/2017;15:01:44;"Forward";"00:00:01";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU8623UR25";;25/01/2017;15:01:44;"Incoming Call";"00:00:01";"4RU8UU64IUU";;;
"4RU8623UR25";;25/01/2017;15:02:03;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8623UR25";;25/01/2017;15:03:06;"Incoming Call";"00:00:05";"4RU8UU64IUU";;;
"4RU8623UR25";;25/01/2017;15:03:06;"Incoming Call";"00:00:05";"4RU8UU64IUU";"35384RI88R5889I";;25.01.2017 15:03:11
"4RU8UU64IUU";;25/01/2017;15:07:23;"Outgoing Call";"00:03:22";"4RU8623UR25";;;
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;15:07:24;"Outgoing Call";"00:03:21";"4RU8623UR25";;;25.01.2017 15:10:45
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;15:17:29;"Outgoing Call";"00:00:48";"4RU6UU6U223";;;25.01.2017 15:18:17
"4R58UII82";;25/01/2017;15:40:44;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RIR";"4RU6598III8";
"4R58UII82";;25/01/2017;15:40:49;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RIR";"4RU6598III8";
"4R58UII82";;25/01/2017;15:40:53;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RIR";"4RU6598III8";
"4R58UII82";;25/01/2017;15:40:57;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RIR";"4RU6598III8";
"4R58UII82";;25/01/2017;15:41:05;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RIR";"4RU6598III8";
"4RU86833R44";;25/01/2017;15:53:24;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RI";"4RU893RII99";
"4RU64I8I242";"353R2RIU44R94RIR";25/01/2017;15:59:59;"Outgoing SMS";"00:00:00";"4RU6428U636";;"4RU6598III6";
"4RU6428U636";;25/01/2017;16:00:45;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RI";"4RU893RII99";
"4RU98IUI334";;25/01/2017;16:01:53;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RI";"4RU94999II5";
"4RU98IUI334";;25/01/2017;16:02:33;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RI";"4RU94999II5";
"4RU8U338494";;25/01/2017;16:12:24;"Forward";"00:00:02";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU8U338494";;25/01/2017;16:12:24;"Incoming Call";"00:00:02";"4RU8UU64IUU";;;
"4RU996R9R4I";;25/01/2017;16:15:50;"Incoming Call";"00:00:56";"4RU64I8I242";"353R2RIU44R94RI";"4RU64I8I242";25.01.2017 16:16:46
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;16:24:12;"Outgoing Call";"00:00:56";"4RU8U338494";;;25.01.2017 16:25:08
"4RU64I8I242";"353R2RIU44R94RI";25/01/2017;16:58:11;"Outgoing Call";"00:01:02";"4RU89R984U4";;"4RU89R984U4";25.01.2017 16:59:13
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;17:22:04;"Outgoing Call";"00:01:03";"4RUU9U55R43";;;25.01.2017 17:23:07
"4RU64I8I242";"353R2RIU44R94RI";25/01/2017;17:34:35;"Outgoing Call";"00:01:09";"4RU9835RI39";;"4RU9835RI39";25.01.2017 17:35:44
"4RU8U338494";;25/01/2017;17:43:07;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU8UU64IUU";;25/01/2017;18:29:50;"Outgoing Call";"00:01:09";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;18:29:50;"Outgoing Call";"00:01:09";"4RU64R48IR5";;;25.01.2017 18:30:59
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;18:49:51;"Outgoing Call";"00:01:52";"4R8II8IIR2I";;;25.01.2017 18:51:43
"4RU64I8I242";"353R2RIU44R94RI";25/01/2017;18:51:33;"Outgoing Call";"00:00:03";"4RU9U2UI696";;"4RU9U2UI696";25.01.2017 18:51:36
"4RU8828RUIU";;25/01/2017;18:53:02;"Incoming Call";"00:00:09";"4RU8UU64IUU";"35384RI88R5889I";;25.01.2017 18:53:11
"4RU9U2UI696";;25/01/2017;18:53:34;"Incoming Call";"00:01:04";"4RU64I8I242";"353R2RIU44R94RI";"4RU64I8I242";25.01.2017 18:54:38
"4RU639I2R4I";;25/01/2017;19:04:57;"Incoming Call";"00:01:53";"4RU64I8I242";"353R2RIU44R94RI";"4RU64I8I242";25.01.2017 19:06:50
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;19:09:09;"Outgoing Call";"00:00:56";"4RU6UU6U223";;;25.01.2017 19:10:05
"4RU9835RI39";;25/01/2017;19:15:30;"Forward";"00:00:02";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;19:20:27;"Outgoing Call";"00:00:01";"4RU9835RI39";;;25.01.2017 19:20:28
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;19:20:45;"Outgoing Call";"00:02:19";"4RU9835RI39";;;25.01.2017 19:23:04
"4RU8UU64IUU";;25/01/2017;19:24:44;"Outgoing Call";"00:00:31";"4RU8623UR25";;;
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;19:24:44;"Outgoing Call";"00:00:31";"4RU8623UR25";;;25.01.2017 19:25:15
"4RU64R48IR5";;25/01/2017;19:45:15;"Forward";"00:00:07";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU64R48IR5";;25/01/2017;19:45:15;"Incoming Call";"00:00:07";"4RU8UU64IUU";;;
"4RU8UU64IUU";;25/01/2017;19:45:31;"Outgoing Call";"00:01:53";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;19:45:32;"Outgoing Call";"00:01:52";"4RU64R48IR5";;;25.01.2017 19:47:24
"4RU8UU64IUU";;25/01/2017;19:48:42;"Outgoing Call";"00:01:54";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;19:48:43;"Outgoing Call";"00:01:53";"4RU64R48IR5";;;25.01.2017 19:50:36
"4RU64I8I242";"353R2RIU44R94RI";25/01/2017;20:27:59;"Outgoing Call";"00:01:08";"4RU9835RI39";;"4RU9835RI39";25.01.2017 20:29:07
"4RU62633U86";;25/01/2017;20:49:56;"Incoming Call";"00:02:41";"4RU8UU64IUU";;;
"4RU62633U86";;25/01/2017;20:49:56;"Incoming Call";"00:02:41";"4RU8UU64IUU";"35384RI88R5889I";;25.01.2017 20:52:37
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;20:55:45;"Outgoing Call";"00:03:12";"4RU8U338494";;;25.01.2017 20:58:57
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;20:59:31;"Outgoing Call";"00:01:16";"4RU6UU6U223";;;25.01.2017 21:00:47
"4RU8UU64IUU";;25/01/2017;21:05:41;"Outgoing Call";"00:00:15";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;21:05:41;"Outgoing Call";"00:00:15";"4RU64R48IR5";;;25.01.2017 21:05:56
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;21:13:53;"Outgoing Call";"00:00:00";"4RU93U3UR4R";;;25.01.2017 21:13:53
"4RU93U3UR4R";;25/01/2017;21:15:16;"Incoming Call";"00:00:57";"4RU8UU64IUU";;;
"4RU93U3UR4R";;25/01/2017;21:15:16;"Incoming Call";"00:00:57";"4RU8UU64IUU";"35384RI88R5889I";;25.01.2017 21:16:13
"4RU64R48IR5";;25/01/2017;21:28:53;"Forward";"00:00:01";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU64R48IR5";;25/01/2017;21:28:53;"Incoming Call";"00:00:01";"4RU8UU64IUU";;;
"4RU8UU64IUU";;25/01/2017;21:34:36;"Outgoing Call";"00:00:23";"4RU64R48IR5";;;
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;21:34:36;"Outgoing Call";"00:00:22";"4RU64R48IR5";;;25.01.2017 21:34:58
"IU95553344";;25/01/2017;21:47:39;"Incoming Call";"00:00:48";"4RU8UU64IUU";"35384RI88R5889I";;25.01.2017 21:48:27
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;21:58:58;"Outgoing SMS";"00:00:00";"IU95553344";;;
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;22:01:21;"Outgoing Call";"00:00:39";"IU95553344";;;25.01.2017 22:02:00
"4RU8UU64IUU";"35384RI88R5889I";25/01/2017;22:10:05;"Outgoing Call";"00:00:00";"IU95553344";;;25.01.2017 22:10:05
"IU95553344";;25/01/2017;22:10:19;"Incoming Call";"00:00:09";"4RU8UU64IUU";"35384RI88R5889I";;25.01.2017 22:10:28
"4RU64I8I242";"353R2RIU44R94RI";26/01/2017;08:37:36;"Outgoing Call";"00:00:15";"4RU6664U2R8";;"4RU6664U2R8";26.01.2017 08:37:51
"4RU64I8I242";"353R2RIU44R94RI";26/01/2017;08:41:07;"Outgoing Call";"00:00:57";"4RU9UUI3248";;"4RU9UUI3248";26.01.2017 08:42:04
"4RU64I8I242";"353R2RIU44R94RI";26/01/2017;08:52:45;"Outgoing Call";"00:01:55";"4RUU5I26I3R";;"4RUU5I26I3R";26.01.2017 08:54:40
"4RU64I8I242";"353R2RIU44R94RI";26/01/2017;09:03:21;"Outgoing Call";"00:01:16";"4RU9835RI39";;"4RU9835RI39";26.01.2017 09:04:37
"4RU64I8I242";"353R2RIU44R94RIR";26/01/2017;09:20:48;"Outgoing SMS";"00:00:00";"4RU652I4U6I";;"4RU6598III6";
"4RU64I8I242";"353R2RIU44R94RIR";26/01/2017;09:26:04;"Outgoing SMS";"00:00:00";"4RU92IRRR35";;"4RU6598III6";
"4RU64I8I242";"353R2RIU44R94RIR";26/01/2017;09:31:53;"Outgoing SMS";"00:00:00";"4RU628U53U9";;"4RU6598III6";
"4RU64I8I242";"353R2RIU44R94RIR";26/01/2017;09:40:27;"Outgoing SMS";"00:00:00";"4RU88R24255";;"4RU6598III6";
"4RU64I8I242";"353R2RIU44R94RI";26/01/2017;09:54:48;"Outgoing Call";"00:03:32";"4RU89R984U4";;"4RU89R984U4";26.01.2017 09:58:20
"4RU64I8I242";"353R2RIU44R94RI";26/01/2017;09:58:42;"Outgoing Call";"00:00:22";"4RU9835RI39";;"4RU9835RI39";26.01.2017 09:59:04
"4RU92IRRR35";;26/01/2017;10:14:48;"Incoming SMS";"00:00:00";"4RU64I8I242";"353R2RIU44R94RI";"4RU94999II5";
"4RU95228R68";;26/01/2017;10:16:03;"Forward";"00:00:01";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RUU9U55R43";;26/01/2017;10:22:17;"Incoming SMS";"00:00:00";"4RU8UU64IUU";"35384RI88R5889I";;
"4RU64I8I242";"353R2RIU44R94RI";26/01/2017;11:06:05;"Outgoing Call";"00:00:24";"4RU9435IR43";;"4RU9435IR43";26.01.2017 11:06:29
"4RU9UU98852";;26/01/2017;11:35:09;"Incoming Call";"00:01:34";"4RU64I8I242";"353R2RIU44R94RI";"4RU64I8I242";26.01.2017 11:36:43
"4RU64I8I242";"353R2RIU44R94RI";26/01/2017;11:37:23;"Outgoing Call";"00:00:21";"4RU9435IR43";;"4RU9435IR43";26.01.2017 11:37:44
"4RU89R984U4";;26/01/2017;11:47:32;"Incoming Call";"00:01:59";"4RU64I8I242";"353R2RIU44R94RI";"4RU64I8I242";26.01.2017 11:49:31
"4RU8623UR25";;26/01/2017;12:04:19;"Incoming Call";"00:00:59";"4RU8UU64IUU";;;
"4RU8623UR25";;26/01/2017;12:04:19;"Incoming Call";"00:00:59";"4RU8UU64IUU";"35384RI88R5889I";;26.01.2017 12:05:18
"4RU8623UR25";;26/01/2017;12:05:46;"Incoming Call";"00:00:22";"4RU8UU64IUU";;;
"4RU8623UR25";;26/01/2017;12:05:46;"Incoming Call";"00:00:22";"4RU8UU64IUU";"35384RI88R5889I";;26.01.2017 12:06:08
"4RU93U3UR4R";;26/01/2017;12:14:58;"Forward";"00:00:00";"4RU8UU64IUU";;"4RU8UU64IUU";
"4RU93U3UR4R";;26/01/2017;12:14:58;"Incoming Call";"00:00:00";"4RU8UU64IUU";;;
"4RU8UU64IUU";"35384RI88R5889I";26/01/2017;12:15:13;"Outgoing Call";"00:00:23";"4RU93U3UR4R";;;26.01.2017 12:15:36
"4RU8U338494";;26/01/2017;12:41:39;"Incoming Call";"00:06:37";"4RU8UU64IUU";;;
"4RU8U338494";;26/01/2017;12:41:39;"Incoming Call";"00:06:37";"4RU8UU64IUU";"35384RI88R5889I";;26.01.2017 12:48:16
"4RU8UU64IUU";"35384RI88R5889I";26/01/2017;13:07:52;"Outgoing Call";"00:04:37";"4RU6UU6U223";;;26.01.2017 13:12:29
"4RU64I8I242";"353R2RIU44R94RI";26/01/2017;13:38:13;"Outgoing Call";"00:00:43";"4RU658R5843";;"4RU658R5843";26.01.2017 13:38:56
"4RU64I8I242";"353R2RIU44R94RI";26/01/2017;13:43:16;"Outgoing Call";"00:00:40";"4RU658R5843";;"4RU658R5843";26.01.2017 13:43:56
"4RU89R984U4";;26/01/2017;13:43:55;"Incoming Call";"00:01:23";"4RU64I8I242";"353R2RIU44R94RI";"4RU64I8I242";26.01.2017 13:45:18
"4RU93U3UR4R";;26/01/2017;13:49:36;"Incoming Call";"00:00:20";"4RU8UU64IUU";;;
"4RU93U3UR4R";;26/01/2017;13:49:36;"Incoming Call";"00:00:20";"4RU8UU64IUU";"35384RI88R5889I";;26.01.2017 13:49:56
"4RU939IUIIU";;26/01/2017;14:06:13;"Incoming Call";"00:00:21";"4RU64I8I242";"353R2RIU44R94RI";"4RU64I8I242";26.01.2017 14:06:34
"4RU8623UR25";;26/01/2017;14:23:17;"Incoming Call";"00:00:14";"4RU8UU64IUU";;;
"4RU8623UR25";;26/01/2017;14:23:17;"Incoming Call";"00:00:14";"4RU8UU64IUU";"35384RI88R5889I";;26.01.2017 14:23:31
"4RU64I8I242";"353R2RIU44R94RI";26/01/2017;14:39:23;"Outgoing Call";"00:02:12";"4R24468R5R5";;"4R24468R5R5";26.01.2017 14:41:35
"4RU64R48IR5";;26/01/2017;14:47:47;"Incoming Call";"00:00:51";"4RU8UU64IUU";;;
"4RU64R48IR5";;26/01/2017;14:47:47;"Incoming Call";"00:00:51";"4RU8UU64IUU";"35384RI88R5889I";;26.01.2017 14:48:38
